locus_tag	ftype	gene	EC_number	product
DBLOAMIM_00254	CDS	yscN	3.6.3.14	putative ATP synthase YscN
DBLOAMIM_00254	gene	yscN		
DBLOAMIM_00255	CDS			hypothetical protein
DBLOAMIM_00255	gene			
DBLOAMIM_00256	CDS			hypothetical protein
DBLOAMIM_00256	gene			
DBLOAMIM_00257	CDS			hypothetical protein
DBLOAMIM_00257	gene			
DBLOAMIM_00258	CDS	flgD		Basal-body rod modification protein FlgD
DBLOAMIM_00258	gene	flgD		
DBLOAMIM_00259	CDS	flgE		Flagellar hook protein FlgE
DBLOAMIM_00259	gene	flgE		
DBLOAMIM_00260	CDS	fliL		Flagellar FliL protein
DBLOAMIM_00260	gene	fliL		
DBLOAMIM_00261	CDS	fliN		Flagellar motor switch protein FliN
DBLOAMIM_00261	gene	fliN		
DBLOAMIM_00262	CDS			hypothetical protein
DBLOAMIM_00262	gene			
DBLOAMIM_00263	CDS	fliP		Flagellar biosynthetic protein FliP
DBLOAMIM_00263	gene	fliP		
DBLOAMIM_00264	CDS			hypothetical protein
DBLOAMIM_00264	gene			
DBLOAMIM_00265	CDS			hypothetical protein
DBLOAMIM_00265	gene			
DBLOAMIM_00266	CDS	flhB_1		Flagellar biosynthetic protein FlhB
DBLOAMIM_00266	gene	flhB_1		
DBLOAMIM_00267	CDS	flhA		Flagellar biosynthesis protein FlhA
DBLOAMIM_00267	gene	flhA		
DBLOAMIM_00268	CDS	flhF		Flagellar biosynthesis protein FlhF
DBLOAMIM_00268	gene	flhF		
DBLOAMIM_00269	CDS	ylxH		Flagellum site-determining protein YlxH
DBLOAMIM_00269	gene	ylxH		
DBLOAMIM_00270	CDS	fliA		RNA polymerase sigma factor FliA
DBLOAMIM_00270	gene	fliA		
DBLOAMIM_00271	CDS	wspC	2.1.1.-	putative biofilm formation methyltransferase WspC
DBLOAMIM_00271	gene	wspC		
DBLOAMIM_00272	CDS	cheY		Chemotaxis protein CheY
DBLOAMIM_00272	gene	cheY		
DBLOAMIM_00273	CDS	cheA	2.7.13.3	Chemotaxis protein CheA
DBLOAMIM_00273	gene	cheA		
DBLOAMIM_00274	CDS	cheB	3.1.1.61	Chemotaxis response regulator protein-glutamate methylesterase
DBLOAMIM_00274	gene	cheB		
DBLOAMIM_00275	CDS	mcpP		Methyl-accepting chemotaxis protein McpP
DBLOAMIM_00275	gene	mcpP		
DBLOAMIM_00276	CDS	cheW		Chemotaxis protein CheW
DBLOAMIM_00276	gene	cheW		
DBLOAMIM_00277	CDS	pomA_1		Chemotaxis protein PomA
DBLOAMIM_00277	gene	pomA_1		
DBLOAMIM_00278	CDS	pomA_2		Chemotaxis protein PomA
DBLOAMIM_00278	gene	pomA_2		
DBLOAMIM_00279	CDS	motB		Motility protein B
DBLOAMIM_00279	gene	motB		
DBLOAMIM_00280	CDS			hypothetical protein
DBLOAMIM_00280	gene			
DBLOAMIM_00281	CDS			hypothetical protein
DBLOAMIM_00281	gene			
DBLOAMIM_00282	CDS			hypothetical protein
DBLOAMIM_00282	gene			
DBLOAMIM_00283	CDS	flhB_2		Flagellar biosynthetic protein FlhB
DBLOAMIM_00283	gene	flhB_2		
DBLOAMIM_00284	CDS		1.-.-.-	putative oxidoreductase
DBLOAMIM_00284	gene			
DBLOAMIM_00285	CDS			hypothetical protein
DBLOAMIM_00285	gene			
DBLOAMIM_00286	CDS			hypothetical protein
DBLOAMIM_00286	gene			
DBLOAMIM_00287	CDS			hypothetical protein
DBLOAMIM_00287	gene			
DBLOAMIM_00288	CDS			hypothetical protein
DBLOAMIM_00288	gene			
DBLOAMIM_00289	CDS			hypothetical protein
DBLOAMIM_00289	gene			
DBLOAMIM_00290	CDS	dapL	2.6.1.83	LL-diaminopimelate aminotransferase
DBLOAMIM_00290	gene	dapL		
DBLOAMIM_00291	CDS			hypothetical protein
DBLOAMIM_00291	gene			
DBLOAMIM_00292	CDS			hypothetical protein
DBLOAMIM_00292	gene			
DBLOAMIM_00293	CDS			hypothetical protein
DBLOAMIM_00293	gene			
DBLOAMIM_00294	CDS	mutY	3.2.2.-	Adenine DNA glycosylase
DBLOAMIM_00294	gene	mutY		
DBLOAMIM_00295	CDS	hcf136		Ycf48-like protein
DBLOAMIM_00295	gene	hcf136		
DBLOAMIM_00296	CDS			hypothetical protein
DBLOAMIM_00296	gene			
DBLOAMIM_00297	CDS			hypothetical protein
DBLOAMIM_00297	gene			
DBLOAMIM_00298	CDS			hypothetical protein
DBLOAMIM_00298	gene			
DBLOAMIM_00299	CDS			hypothetical protein
DBLOAMIM_00299	gene			
DBLOAMIM_00300	CDS			hypothetical protein
DBLOAMIM_00300	gene			
DBLOAMIM_00301	CDS	ssuB	3.6.3.-	Aliphatic sulfonates import ATP-binding protein SsuB
DBLOAMIM_00301	gene	ssuB		
DBLOAMIM_00302	CDS			hypothetical protein
DBLOAMIM_00302	gene			
DBLOAMIM_00303	CDS			hypothetical protein
DBLOAMIM_00303	gene			
DBLOAMIM_00304	CDS	dprA		DNA processing protein DprA
DBLOAMIM_00304	gene	dprA		
DBLOAMIM_00305	CDS	topA_1	5.99.1.2	DNA topoisomerase 1
DBLOAMIM_00305	gene	topA_1		
DBLOAMIM_00306	CDS	topA_2	5.99.1.2	DNA topoisomerase 1
DBLOAMIM_00306	gene	topA_2		
DBLOAMIM_00307	CDS	trmFO	2.1.1.74	Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO
DBLOAMIM_00307	gene	trmFO		
DBLOAMIM_00308	CDS	xerD_1		Tyrosine recombinase XerD
DBLOAMIM_00308	gene	xerD_1		
DBLOAMIM_00309	CDS	hslV	3.4.25.2	ATP-dependent protease subunit HslV
DBLOAMIM_00309	gene	hslV		
DBLOAMIM_00310	CDS	hslU		ATP-dependent protease ATPase subunit HslU
DBLOAMIM_00310	gene	hslU		
DBLOAMIM_00311	CDS	argB	2.7.2.8	Acetylglutamate kinase
DBLOAMIM_00311	gene	argB		
DBLOAMIM_00312	CDS			hypothetical protein
DBLOAMIM_00312	gene			
DBLOAMIM_00313	CDS	dut	3.6.1.23	Deoxyuridine 5'-triphosphate nucleotidohydrolase
DBLOAMIM_00313	gene	dut		
DBLOAMIM_00314	CDS	rsmI	2.1.1.198	Ribosomal RNA small subunit methyltransferase I
DBLOAMIM_00314	gene	rsmI		
DBLOAMIM_00315	CDS	panC	6.3.2.1	Pantothenate synthetase
DBLOAMIM_00315	gene	panC		
DBLOAMIM_00316	CDS	ramA	3.5.1.100	(R)-stereoselective amidase
DBLOAMIM_00316	gene	ramA		
DBLOAMIM_00317	CDS	frmR		Transcriptional repressor FrmR
DBLOAMIM_00317	gene	frmR		
DBLOAMIM_00318	CDS	bepA_2	3.4.-.-	Beta-barrel assembly-enhancing protease
	sig_peptide			putative signal peptide
DBLOAMIM_00318	gene	bepA_2		
DBLOAMIM_00319	CDS			hypothetical protein
DBLOAMIM_00319	gene			
DBLOAMIM_00320	CDS			hypothetical protein
DBLOAMIM_00320	gene			
DBLOAMIM_00321	CDS			hypothetical protein
	sig_peptide			putative signal peptide
DBLOAMIM_00321	gene			
DBLOAMIM_00322	CDS			hypothetical protein
DBLOAMIM_00322	gene			
DBLOAMIM_00323	CDS			hypothetical protein
DBLOAMIM_00323	gene			
DBLOAMIM_00324	CDS			hypothetical protein
DBLOAMIM_00324	gene			
DBLOAMIM_00325	tRNA			tRNA-Leu(caa)
DBLOAMIM_00325	gene			
DBLOAMIM_00326	CDS			hypothetical protein
	sig_peptide			putative signal peptide
DBLOAMIM_00326	gene			
DBLOAMIM_00327	CDS			hypothetical protein
DBLOAMIM_00327	gene			
DBLOAMIM_00328	CDS			hypothetical protein
DBLOAMIM_00328	gene			
DBLOAMIM_00329	CDS			putative MFS-type transporter
DBLOAMIM_00329	gene			
DBLOAMIM_00330	CDS	dmpP	1.14.13.7	Phenol hydroxylase P5 protein
DBLOAMIM_00330	gene	dmpP		
DBLOAMIM_00331	CDS			hypothetical protein
DBLOAMIM_00331	gene			
DBLOAMIM_00332	CDS			hypothetical protein
DBLOAMIM_00332	gene			
DBLOAMIM_00333	CDS			hypothetical protein
DBLOAMIM_00333	gene			
DBLOAMIM_00334	CDS	thiI	2.8.1.4	tRNA sulfurtransferase
DBLOAMIM_00334	gene	thiI		
DBLOAMIM_00335	CDS	hmoB	1.14.14.18	Heme-degrading monooxygenase HmoB
DBLOAMIM_00335	gene	hmoB		
DBLOAMIM_00336	CDS			hypothetical protein
DBLOAMIM_00336	gene			
DBLOAMIM_00337	CDS			hypothetical protein
DBLOAMIM_00337	gene			
DBLOAMIM_00338	CDS			hypothetical protein
DBLOAMIM_00338	gene			
DBLOAMIM_00339	CDS			hypothetical protein
DBLOAMIM_00339	gene			
DBLOAMIM_00340	CDS			hypothetical protein
DBLOAMIM_00340	gene			
DBLOAMIM_00341	CDS			hypothetical protein
DBLOAMIM_00341	gene			
DBLOAMIM_00342	CDS	ruvB	3.6.4.12	Holliday junction ATP-dependent DNA helicase RuvB
DBLOAMIM_00342	gene	ruvB		
DBLOAMIM_00343	CDS	ruvA	3.6.4.12	Holliday junction ATP-dependent DNA helicase RuvA
DBLOAMIM_00343	gene	ruvA		
DBLOAMIM_00344	CDS	ruvC	3.1.22.4	Crossover junction endodeoxyribonuclease RuvC
DBLOAMIM_00344	gene	ruvC		
DBLOAMIM_00345	CDS	degP	3.4.21.107	Periplasmic serine endoprotease DegP
DBLOAMIM_00345	gene	degP		
DBLOAMIM_00346	CDS	dctD		C4-dicarboxylate transport transcriptional regulatory protein DctD
DBLOAMIM_00346	gene	dctD		
DBLOAMIM_00347	CDS	zraS_2	2.7.13.3	Sensor protein ZraS
DBLOAMIM_00347	gene	zraS_2		
DBLOAMIM_00348	CDS	lacA	2.3.1.18	Galactoside O-acetyltransferase
DBLOAMIM_00348	gene	lacA		
DBLOAMIM_00349	CDS		3.1.3.-	Phosphorylated carbohydrates phosphatase
DBLOAMIM_00349	gene			
DBLOAMIM_00350	CDS			hypothetical protein
DBLOAMIM_00350	gene			
DBLOAMIM_00351	CDS			Ycf48-like protein
DBLOAMIM_00351	gene			
DBLOAMIM_00352	CDS			hypothetical protein
DBLOAMIM_00352	gene			
DBLOAMIM_00353	CDS			hypothetical protein
DBLOAMIM_00353	gene			
DBLOAMIM_00354	CDS			hypothetical protein
DBLOAMIM_00354	gene			
DBLOAMIM_00355	CDS			hypothetical protein
DBLOAMIM_00355	gene			
DBLOAMIM_00356	CDS	oppC_2		Oligopeptide transport system permease protein OppC
DBLOAMIM_00356	gene	oppC_2		
DBLOAMIM_00357	CDS	oppC_3		Oligopeptide transport system permease protein OppC
DBLOAMIM_00357	gene	oppC_3		
DBLOAMIM_00358	CDS	dppB_2		Dipeptide transport system permease protein DppB
DBLOAMIM_00358	gene	dppB_2		
DBLOAMIM_00359	CDS			hypothetical protein
DBLOAMIM_00359	gene			
DBLOAMIM_00360	CDS	mdeA	4.4.1.11	L-methionine gamma-lyase
DBLOAMIM_00360	gene	mdeA		
DBLOAMIM_00361	CDS			hypothetical protein
DBLOAMIM_00361	gene			
DBLOAMIM_00362	CDS			hypothetical protein
	sig_peptide			putative signal peptide
DBLOAMIM_00362	gene			
DBLOAMIM_00363	CDS	amtB		Ammonia channel
	sig_peptide			putative signal peptide
DBLOAMIM_00363	gene	amtB		
DBLOAMIM_00364	CDS	glnB_1		Nitrogen regulatory protein P-II 1
DBLOAMIM_00364	gene	glnB_1		
DBLOAMIM_00365	CDS	amt		Ammonia channel
DBLOAMIM_00365	gene	amt		
DBLOAMIM_00366	CDS	copA	3.6.3.54	Copper-exporting P-type ATPase A
DBLOAMIM_00366	gene	copA		
DBLOAMIM_00367	CDS	cdpA	3.1.4.52	Cyclic di-GMP phosphodiesterase CdpA
DBLOAMIM_00367	gene	cdpA		
DBLOAMIM_00368	CDS			hypothetical protein
DBLOAMIM_00368	gene			
DBLOAMIM_00369	CDS			hypothetical protein
DBLOAMIM_00369	gene			
DBLOAMIM_00370	CDS			hypothetical protein
DBLOAMIM_00370	gene			
DBLOAMIM_00371	CDS	trxA_1		Thioredoxin 1
DBLOAMIM_00371	gene	trxA_1		
DBLOAMIM_00372	CDS	pepN	3.4.11.2	Aminopeptidase N
DBLOAMIM_00372	gene	pepN		
DBLOAMIM_00373	CDS			hypothetical protein
DBLOAMIM_00373	gene			
DBLOAMIM_00374	CDS			hypothetical protein
DBLOAMIM_00374	gene			
DBLOAMIM_00375	CDS	uvrB_1		UvrABC system protein B
DBLOAMIM_00375	gene	uvrB_1		
DBLOAMIM_00376	CDS	uvrB_2		UvrABC system protein B
DBLOAMIM_00376	gene	uvrB_2		
DBLOAMIM_00377	CDS			hypothetical protein
DBLOAMIM_00377	gene			
DBLOAMIM_00378	CDS	hlyU		Transcriptional activator HlyU
DBLOAMIM_00378	gene	hlyU		
DBLOAMIM_00379	CDS			hypothetical protein
DBLOAMIM_00379	gene			
DBLOAMIM_00380	CDS	cnrB		Nickel and cobalt resistance protein CnrB
DBLOAMIM_00380	gene	cnrB		
DBLOAMIM_00381	CDS			hypothetical protein
DBLOAMIM_00381	gene			
DBLOAMIM_00382	CDS	mdtB_1		Multidrug resistance protein MdtB
DBLOAMIM_00382	gene	mdtB_1		
DBLOAMIM_00383	CDS			hypothetical protein
DBLOAMIM_00383	gene			
DBLOAMIM_00384	CDS	adhA	1.1.1.1	putative alcohol dehydrogenase AdhA
DBLOAMIM_00384	gene	adhA		
DBLOAMIM_00385	CDS			hypothetical protein
DBLOAMIM_00385	gene			
	sig_peptide			putative signal peptide
DBLOAMIM_00386	CDS			hypothetical protein
DBLOAMIM_00386	gene			
DBLOAMIM_00387	CDS			hypothetical protein
DBLOAMIM_00387	gene			
DBLOAMIM_00388	CDS			hypothetical protein
DBLOAMIM_00388	gene			
DBLOAMIM_00389	CDS	bcp_1	1.11.1.15	Putative peroxiredoxin bcp
DBLOAMIM_00389	gene	bcp_1		
DBLOAMIM_00390	CDS	arc_1		Proteasome-associated ATPase
DBLOAMIM_00390	gene	arc_1		
DBLOAMIM_00391	CDS	arc_2		Proteasome-associated ATPase
DBLOAMIM_00391	gene	arc_2		
DBLOAMIM_00392	CDS	dop_1	3.4.-.-	Depupylase
DBLOAMIM_00392	gene	dop_1		
DBLOAMIM_00393	CDS	pup		Prokaryotic ubiquitin-like protein Pup
DBLOAMIM_00393	gene	pup		
DBLOAMIM_00394	CDS	prcB_1	3.4.25.1	Proteasome subunit beta
DBLOAMIM_00394	gene	prcB_1		
DBLOAMIM_00395	CDS	prcA_1	3.4.25.1	Proteasome subunit alpha
DBLOAMIM_00395	gene	prcA_1		
DBLOAMIM_00396	CDS	pafA_1	6.3.1.19	Pup--protein ligase
DBLOAMIM_00396	gene	pafA_1		
DBLOAMIM_00397	CDS	pafA_2	6.3.1.19	Pup--protein ligase
DBLOAMIM_00397	gene	pafA_2		
DBLOAMIM_00398	CDS			hypothetical protein
DBLOAMIM_00398	gene			
DBLOAMIM_00399	CDS			hypothetical protein
DBLOAMIM_00399	gene			
DBLOAMIM_00400	CDS			hypothetical protein
DBLOAMIM_00400	gene			
DBLOAMIM_00401	CDS			hypothetical protein
DBLOAMIM_00401	gene			
DBLOAMIM_00402	CDS			hypothetical protein
DBLOAMIM_00402	gene			
DBLOAMIM_00403	CDS			hypothetical protein
DBLOAMIM_00403	gene			
DBLOAMIM_00404	CDS			hypothetical protein
DBLOAMIM_00404	gene			
DBLOAMIM_00405	CDS	ectD	1.14.11.-	Ectoine dioxygenase
DBLOAMIM_00405	gene	ectD		
DBLOAMIM_00406	CDS	ectC	4.2.1.108	L-ectoine synthase
DBLOAMIM_00406	gene	ectC		
DBLOAMIM_00407	CDS	ectB	2.6.1.76	Diaminobutyrate--2-oxoglutarate transaminase
DBLOAMIM_00407	gene	ectB		
DBLOAMIM_00408	CDS	ectA	2.3.1.178	L-2,4-diaminobutyric acid acetyltransferase
DBLOAMIM_00408	gene	ectA		
DBLOAMIM_00409	CDS	proP_1		Proline/betaine transporter
DBLOAMIM_00409	gene	proP_1		
DBLOAMIM_00410	tRNA			tRNA-Cys(gca)
DBLOAMIM_00410	gene			
DBLOAMIM_00411	CDS			hypothetical protein
DBLOAMIM_00411	gene			
DBLOAMIM_00412	CDS			hypothetical protein
DBLOAMIM_00412	gene			
DBLOAMIM_00413	tRNA			tRNA-Arg(tcg)
DBLOAMIM_00413	gene			
DBLOAMIM_00414	CDS	mdtB_2		Multidrug resistance protein MdtB
DBLOAMIM_00414	gene	mdtB_2		
DBLOAMIM_00415	CDS	cnrA		Nickel and cobalt resistance protein CnrA
DBLOAMIM_00415	gene	cnrA		
DBLOAMIM_00416	CDS			hypothetical protein
DBLOAMIM_00416	gene			
DBLOAMIM_00417	CDS			hypothetical protein
	sig_peptide			putative signal peptide
DBLOAMIM_00417	gene			
DBLOAMIM_00418	CDS	nrdZ_1	1.17.4.1	Vitamin B12-dependent ribonucleoside-diphosphate reductase
DBLOAMIM_00418	gene	nrdZ_1		
DBLOAMIM_00419	CDS	rbr		Rubrerythrin
DBLOAMIM_00419	gene	rbr		
DBLOAMIM_00420	CDS	ilvE_2	2.6.1.42	Branched-chain-amino-acid aminotransferase
DBLOAMIM_00420	gene	ilvE_2		
DBLOAMIM_00421	CDS	pabB	2.6.1.85	Aminodeoxychorismate synthase component 1
DBLOAMIM_00421	gene	pabB		
DBLOAMIM_00422	tRNA			tRNA-His(gtg)
DBLOAMIM_00422	gene			
DBLOAMIM_00423	CDS			hypothetical protein
DBLOAMIM_00423	gene			
DBLOAMIM_00424	CDS			hypothetical protein
DBLOAMIM_00424	gene			
DBLOAMIM_00425	CDS		3.1.4.-	3'3'-cGAMP-specific phosphodiesterase 3
DBLOAMIM_00425	gene			
DBLOAMIM_00426	CDS			hypothetical protein
DBLOAMIM_00426	gene			
DBLOAMIM_00427	CDS	ttcA		tRNA 2-thiocytidine biosynthesis protein TtcA
DBLOAMIM_00427	gene	ttcA		
DBLOAMIM_00428	CDS			hypothetical protein
DBLOAMIM_00428	gene			
DBLOAMIM_00429	CDS			hypothetical protein
DBLOAMIM_00429	gene			
DBLOAMIM_00430	CDS	bchB	1.3.7.7	Light-independent protochlorophyllide reductase subunit B
DBLOAMIM_00430	gene	bchB		
DBLOAMIM_00431	CDS			hypothetical protein
DBLOAMIM_00431	gene			
DBLOAMIM_00432	CDS	murJ		putative lipid II flippase MurJ
DBLOAMIM_00432	gene	murJ		
DBLOAMIM_00433	CDS	rpsT		30S ribosomal protein S20
DBLOAMIM_00433	gene	rpsT		
DBLOAMIM_00434	CDS			hypothetical protein
DBLOAMIM_00434	gene			
DBLOAMIM_00435	CDS			hypothetical protein
DBLOAMIM_00435	gene			
DBLOAMIM_00436	CDS	leuS	6.1.1.4	Leucine--tRNA ligase
DBLOAMIM_00436	gene	leuS		
DBLOAMIM_00437	tRNA			tRNA-Arg(acg)
DBLOAMIM_00437	gene			
DBLOAMIM_00438	CDS	xerC_1		Tyrosine recombinase XerC
DBLOAMIM_00438	gene	xerC_1		
DBLOAMIM_00439	CDS			hypothetical protein
DBLOAMIM_00439	gene			
DBLOAMIM_00440	CDS			hypothetical protein
DBLOAMIM_00440	gene			
DBLOAMIM_00441	CDS			hypothetical protein
DBLOAMIM_00441	gene			
DBLOAMIM_00442	CDS			hypothetical protein
DBLOAMIM_00442	gene			
DBLOAMIM_00443	CDS			hypothetical protein
DBLOAMIM_00443	gene			
DBLOAMIM_00444	CDS			hypothetical protein
DBLOAMIM_00444	gene			
DBLOAMIM_00445	CDS			hypothetical protein
DBLOAMIM_00445	gene			
DBLOAMIM_00446	CDS			hypothetical protein
DBLOAMIM_00446	gene			
DBLOAMIM_00447	CDS			hypothetical protein
DBLOAMIM_00447	gene			
DBLOAMIM_00448	CDS			hypothetical protein
DBLOAMIM_00448	gene			
DBLOAMIM_00449	CDS			hypothetical protein
	sig_peptide			putative signal peptide
DBLOAMIM_00449	gene			
DBLOAMIM_00450	CDS	yhjE		Inner membrane metabolite transport protein YhjE
DBLOAMIM_00450	gene	yhjE		
DBLOAMIM_00451	CDS	nhaH		Na(+)/H(+) antiporter NhaH
DBLOAMIM_00451	gene	nhaH		
DBLOAMIM_00452	CDS			hypothetical protein
DBLOAMIM_00452	gene			
DBLOAMIM_00453	CDS		3.4.24.-	putative zinc protease
DBLOAMIM_00453	gene			
	sig_peptide			putative signal peptide
DBLOAMIM_00454	CDS		3.4.24.-	putative zinc protease
DBLOAMIM_00454	gene			
DBLOAMIM_00455	CDS			hypothetical protein
DBLOAMIM_00455	gene			
DBLOAMIM_00456	CDS			hypothetical protein
DBLOAMIM_00456	gene			
DBLOAMIM_00457	CDS			hypothetical protein
DBLOAMIM_00457	gene			
DBLOAMIM_00458	CDS	hflX		GTPase HflX
DBLOAMIM_00458	gene	hflX		
DBLOAMIM_00459	CDS			hypothetical protein
DBLOAMIM_00459	gene			
DBLOAMIM_00460	CDS			hypothetical protein
DBLOAMIM_00460	gene			
DBLOAMIM_00461	CDS			hypothetical protein
DBLOAMIM_00461	gene			
DBLOAMIM_00462	CDS	serS	6.1.1.11	Serine--tRNA ligase
DBLOAMIM_00462	gene	serS		
DBLOAMIM_00463	CDS	lppC_1		Putative lipoprotein LppC
	sig_peptide			putative signal peptide
DBLOAMIM_00463	gene	lppC_1		
DBLOAMIM_00464	CDS			putative signaling protein
DBLOAMIM_00464	gene			
DBLOAMIM_00465	CDS			hypothetical protein
DBLOAMIM_00465	gene			
DBLOAMIM_00466	CDS			Putative phosphoribosyl transferase
DBLOAMIM_00466	gene			
DBLOAMIM_00467	CDS			hypothetical protein
DBLOAMIM_00467	gene			
DBLOAMIM_00468	CDS			hypothetical protein
DBLOAMIM_00468	gene			
DBLOAMIM_00469	CDS	gpsA	1.1.1.94	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
DBLOAMIM_00469	gene	gpsA		
DBLOAMIM_00470	CDS		1.14.11.1	Gamma-butyrobetaine dioxygenase
DBLOAMIM_00470	gene			
DBLOAMIM_00471	CDS	truA	5.4.99.12	tRNA pseudouridine synthase A
DBLOAMIM_00471	gene	truA		
DBLOAMIM_00472	CDS			hypothetical protein
DBLOAMIM_00472	gene			
DBLOAMIM_00473	CDS	apbC		Iron-sulfur cluster carrier protein
DBLOAMIM_00473	gene	apbC		
DBLOAMIM_00474	CDS	mrp		Iron-sulfur cluster carrier protein
DBLOAMIM_00474	gene	mrp		
DBLOAMIM_00475	CDS			hypothetical protein
DBLOAMIM_00475	gene			
DBLOAMIM_00476	CDS			hypothetical protein
DBLOAMIM_00476	gene			
DBLOAMIM_00477	CDS	fdx_1		2Fe-2S ferredoxin
DBLOAMIM_00477	gene	fdx_1		
DBLOAMIM_00478	CDS	dnaK_1		Chaperone protein DnaK
DBLOAMIM_00478	gene	dnaK_1		
DBLOAMIM_00479	CDS	hscB		Co-chaperone protein HscB 
DBLOAMIM_00479	gene	hscB		
DBLOAMIM_00480	CDS	erpA_1		Iron-sulfur cluster insertion protein ErpA
DBLOAMIM_00480	gene	erpA_1		
DBLOAMIM_00481	CDS	iscU		Iron-sulfur cluster assembly scaffold protein IscU
DBLOAMIM_00481	gene	iscU		
DBLOAMIM_00482	CDS	iscS_1	2.8.1.7	Cysteine desulfurase IscS
DBLOAMIM_00482	gene	iscS_1		
DBLOAMIM_00483	CDS			Putative HTH-type transcriptional regulator
DBLOAMIM_00483	gene			
DBLOAMIM_00484	CDS			hypothetical protein
DBLOAMIM_00484	gene			
DBLOAMIM_00485	CDS			hypothetical protein
DBLOAMIM_00485	gene			
DBLOAMIM_00486	CDS	corC		Magnesium and cobalt efflux protein CorC
DBLOAMIM_00486	gene	corC		
DBLOAMIM_00487	CDS			hypothetical protein
DBLOAMIM_00487	gene			
DBLOAMIM_00488	CDS	aprA	1.8.99.2	Adenylylsulfate reductase subunit alpha
DBLOAMIM_00488	gene	aprA		
DBLOAMIM_00489	CDS	aprB		Adenylylsulfate reductase subunit beta
DBLOAMIM_00489	gene	aprB		
DBLOAMIM_00490	CDS	sat	2.7.7.4	Sulfate adenylyltransferase
DBLOAMIM_00490	gene	sat		
DBLOAMIM_00491	CDS	xre		HTH-type transcriptional regulator Xre
DBLOAMIM_00491	gene	xre		
DBLOAMIM_00492	CDS			hypothetical protein
DBLOAMIM_00492	gene			
DBLOAMIM_00493	CDS	hpnP_1	2.1.1.-	Hopanoid C-2 methylase
DBLOAMIM_00493	gene	hpnP_1		
DBLOAMIM_00494	CDS	mdtD		Putative multidrug resistance protein MdtD
DBLOAMIM_00494	gene	mdtD		
DBLOAMIM_00495	CDS	hsrA_1		putative transport protein HsrA
DBLOAMIM_00495	gene	hsrA_1		
DBLOAMIM_00496	tRNA			tRNA-Met(cat)
DBLOAMIM_00496	gene			
DBLOAMIM_00497	CDS	fic	2.7.7.-	Adenosine monophosphate-protein transferase SoFic
DBLOAMIM_00497	gene	fic		
DBLOAMIM_00498	CDS			hypothetical protein
DBLOAMIM_00498	gene			
DBLOAMIM_00499	CDS			hypothetical protein
	sig_peptide			putative signal peptide
DBLOAMIM_00499	gene			
DBLOAMIM_00500	CDS	zraR_4		Transcriptional regulatory protein ZraR
DBLOAMIM_00500	gene	zraR_4		
DBLOAMIM_00501	CDS	cydA	1.10.3.14	Cytochrome bd-I ubiquinol oxidase subunit 1
DBLOAMIM_00501	gene	cydA		
DBLOAMIM_00502	CDS	cydB	1.10.3.14	Cytochrome bd-I ubiquinol oxidase subunit 2
DBLOAMIM_00502	gene	cydB		
DBLOAMIM_00503	CDS	cydX	1.10.3.14	Cytochrome bd ubiquinol oxidase subunit X
DBLOAMIM_00503	gene	cydX		
DBLOAMIM_00504	CDS		1.8.5.4	Sulfide-quinone reductase
DBLOAMIM_00504	gene			
DBLOAMIM_00505	CDS			hypothetical protein
DBLOAMIM_00505	gene			
DBLOAMIM_00506	CDS			hypothetical protein
DBLOAMIM_00506	gene			
	sig_peptide			putative signal peptide
DBLOAMIM_00507	CDS			hypothetical protein
DBLOAMIM_00507	gene			
DBLOAMIM_00508	CDS			hypothetical protein
DBLOAMIM_00508	gene			
DBLOAMIM_00509	CDS			hypothetical protein
DBLOAMIM_00509	gene			
DBLOAMIM_00510	CDS	rfaF_1	2.-.-.-	ADP-heptose--LPS heptosyltransferase 2
DBLOAMIM_00510	gene	rfaF_1		
DBLOAMIM_00511	CDS	degU		Transcriptional regulatory protein DegU
DBLOAMIM_00511	gene	degU		
DBLOAMIM_00512	CDS	cusS	2.7.13.3	Sensor kinase CusS
DBLOAMIM_00512	gene	cusS		
DBLOAMIM_00513	CDS	yhdG_1		putative amino acid permease YhdG
DBLOAMIM_00513	gene	yhdG_1		
DBLOAMIM_00514	CDS			hypothetical protein
DBLOAMIM_00514	gene			
DBLOAMIM_00515	CDS			hypothetical protein
DBLOAMIM_00515	gene			
DBLOAMIM_00516	CDS	kdpC		Potassium-transporting ATPase KdpC subunit
DBLOAMIM_00516	gene	kdpC		
DBLOAMIM_00517	CDS	kdpA		Potassium-transporting ATPase potassium-binding subunit
DBLOAMIM_00517	gene	kdpA		
DBLOAMIM_00518	CDS	kdpB	3.6.3.12	Potassium-transporting ATPase ATP-binding subunit
DBLOAMIM_00518	gene	kdpB		
DBLOAMIM_00519	CDS			hypothetical protein
DBLOAMIM_00519	gene			
	sig_peptide			putative signal peptide
DBLOAMIM_00520	CDS			hypothetical protein
DBLOAMIM_00520	gene			
DBLOAMIM_00521	CDS			hypothetical protein
DBLOAMIM_00521	gene			
DBLOAMIM_00522	CDS			hypothetical protein
DBLOAMIM_00522	gene			
DBLOAMIM_00523	CDS	kdpD_1	2.7.13.3	Sensor protein KdpD
DBLOAMIM_00523	gene	kdpD_1		
DBLOAMIM_00524	CDS	kdpD_2	2.7.13.3	Sensor protein KdpD
